id,symbol,name,close,open,value,volume
624b1fc9fc13ae359b000195,LYTS,Myworks,172.81,493.8,648.18,944404787
624b1fc9fc13ae359b000196,DTUL,Zoombeat,116.31,496.09,230.91,139321743
624b1fc9fc13ae359b000197,DRUA,Oyoyo,397.84,154.04,469.65,174563453
624b1fc9fc13ae359b000198,FEP,Oba,9.6,483.78,641.08,372693063
624b1fc9fc13ae359b000199,ARR^A,Eadel,353.22,386.4,709.65,824687414
624b1fc9fc13ae359b00019a,ZTO,Demimbu,678.8,744.38,710.58,24675699
624b1fc9fc13ae359b00019b,GBLI,Bubblemix,258.34,914.82,987.49,508978384
624b1fc9fc13ae359b00019c,RAIL,Yabox,203.8,311.54,692.2,911699856
624b1fc9fc13ae359b00019d,DPLO,Yadel,332.86,139.02,989.15,518358951
624b1fc9fc13ae359b00019e,MTW,Tagopia,781.73,901.67,928.52,148183728
624b1fc9fc13ae359b00019f,FTGC,Eidel,896.28,982.33,997.61,220992366
624b1fc9fc13ae359b0001a0,HLNE,Eazzy,356.42,494.03,290.49,307229089
624b1fc9fc13ae359b0001a1,TGEN,Demimbu,33.95,229.94,817.44,30402140
624b1fc9fc13ae359b0001a2,FPT,Linkbridge,17.58,601.91,451.25,844847651
624b1fc9fc13ae359b0001a3,SCE^J,Meevee,964.86,482.8,78.4,457705634
624b1fc9fc13ae359b0001a4,QINC,Fliptune,647.2,772.35,36.66,173988247
624b1fc9fc13ae359b0001a5,SUM,Agivu,245.81,687.22,100.7,447586293
624b1fc9fc13ae359b0001a6,NWSA,BlogXS,902.37,835.89,217.71,276273884
624b1fc9fc13ae359b0001a7,RDIB,Babbleset,612.65,659.77,101.93,609768714
624b1fc9fc13ae359b0001a8,LSXMK,Oyope,154.57,485.94,714.07,68717271
624b1fc9fc13ae359b0001a9,CLDX,Twitterworks,169.19,379.18,493.57,565614900
624b1fc9fc13ae359b0001aa,WYIG,Plambee,524.67,24.85,888.09,772638733
624b1fc9fc13ae359b0001ab,MCEF,Devify,476.26,508.61,160.97,813690485
624b1fc9fc13ae359b0001ac,ACRE,Blogpad,328.72,263.78,987.35,290881741
624b1fc9fc13ae359b0001ad,AMG,Oyoba,553.29,138.51,854.19,116746667
624b1fc9fc13ae359b0001ae,AGYS,Buzzster,235.4,220.68,164.03,879456547
624b1fc9fc13ae359b0001af,MEDP,Twitterworks,326.22,485.64,180.15,387561668
624b1fc9fc13ae359b0001b0,MTGEP,Dabvine,755.28,495.67,529.65,158343922
624b1fc9fc13ae359b0001b1,HOPE,Demimbu,98.6,738.86,868.77,484825148
624b1fc9fc13ae359b0001b2,PDCE,Zoombox,8.19,881.37,402,816130793
624b1fc9fc13ae359b0001b3,COST,Skippad,276.01,508.37,518.24,422197368
624b1fc9fc13ae359b0001b4,DYNT,Avavee,789.01,47.37,716.77,500575059
624b1fc9fc13ae359b0001b5,STAR^E,Oloo,93.19,533.8,125.49,603323624
624b1fc9fc13ae359b0001b6,EVOL,Leenti,885.59,390.72,556.29,720076862
624b1fc9fc13ae359b0001b7,UVV,Plajo,533.04,857.83,266.17,350319505
624b1fc9fc13ae359b0001b8,ATU,Mita,681.1,403.85,582.1,125251439
624b1fc9fc13ae359b0001b9,NMR,Oyondu,224.49,62.87,476.54,678295343
624b1fc9fc13ae359b0001ba,ARII,Eazzy,589.05,771.62,674.87,873347463
624b1fc9fc13ae359b0001bb,CFA,Brainverse,476.7,804.14,837.34,810136168
624b1fc9fc13ae359b0001bc,HL,Eare,32.46,417.93,707.41,162673924
624b1fc9fc13ae359b0001bd,PUB,Browsezoom,118.6,192.42,951.16,312654879
624b1fc9fc13ae359b0001be,CHH,Edgewire,53.75,665.5,555.62,606135580
624b1fc9fc13ae359b0001bf,AZUL,Skynoodle,3.49,71.48,97.35,854860603
624b1fc9fc13ae359b0001c0,ASPS,Realbridge,91.47,143.51,452.51,555353411
624b1fc9fc13ae359b0001c1,HGH,Topiczoom,516.15,11.04,339.51,469448537
624b1fc9fc13ae359b0001c2,BBD,Topdrive,965.4,86.38,984.29,552610069
624b1fc9fc13ae359b0001c3,TANNL,Divape,118.57,291.44,517.12,480264246
624b1fc9fc13ae359b0001c4,KMPH,Yodel,486,151.4,785.71,243652209
624b1fc9fc13ae359b0001c5,CBMXW,Jazzy,628.57,958.54,257.84,79821215
624b1fc9fc13ae359b0001c6,CNDT,Eamia,459.4,917.59,971.96,923032691
624b1fc9fc13ae359b0001c7,FUN,Flipstorm,661.77,609.94,372.19,784853808
624b1fc9fc13ae359b0001c8,WY,Ooba,535.36,177.8,688.19,173748545
624b1fc9fc13ae359b0001c9,FE,Jabbercube,406.94,495.19,474.24,92402658
624b1fc9fc13ae359b0001ca,JAKK,Gevee,949.89,253.12,392.11,339344099
624b1fc9fc13ae359b0001cb,TELL,Kwilith,322.14,967.49,237.82,329890296
624b1fc9fc13ae359b0001cc,CMRE^C,Ntag,568.95,765.1,704.03,188622274
624b1fc9fc13ae359b0001cd,CIZN,Zoomdog,692,478.66,695.98,782081501
624b1fc9fc13ae359b0001ce,LMOS,Ozu,61.09,765.77,713.39,472150585
624b1fc9fc13ae359b0001cf,CNTF,Kwimbee,882.91,29.04,370.31,930338865
624b1fc9fc13ae359b0001d0,RDY,Thoughtstorm,385.02,800.99,325.64,581652850
624b1fc9fc13ae359b0001d1,FTFT,Browsebug,691.54,621.94,226.24,334251797
624b1fc9fc13ae359b0001d2,ESS,Twitterbeat,181.93,874.23,501.08,378531520
624b1fc9fc13ae359b0001d3,RNVA,Devcast,288.6,838.9,363.57,865860054
624b1fc9fc13ae359b0001d4,CZWI,Avamba,487.86,575.65,457.19,832705002
624b1fc9fc13ae359b0001d5,STNG,Fliptune,959.32,737.93,788.26,756378628
624b1fc9fc13ae359b0001d6,TRIL,Quire,521.01,153.56,780.95,257381485
624b1fc9fc13ae359b0001d7,TTF,Tambee,164.68,726.52,714.38,291083917
624b1fc9fc13ae359b0001d8,CBMX,Voolia,6,124.9,394.06,663391519
624b1fc9fc13ae359b0001d9,GPT^A,Edgepulse,120.27,35.73,144.05,373574022
624b1fc9fc13ae359b0001da,EARS,Thoughtmix,855.1,559.23,62.34,578794469
624b1fc9fc13ae359b0001db,CNFR,Janyx,291.36,802.46,120.97,87434603
624b1fc9fc13ae359b0001dc,AUY,Talane,566.75,234.37,940.28,254253727
624b1fc9fc13ae359b0001dd,APF,Youbridge,474.82,340.88,680.81,50800697
624b1fc9fc13ae359b0001de,TUES,Tagpad,884.78,68.34,495.02,407261899
624b1fc9fc13ae359b0001df,UAN,Dabshots,77.82,904.34,72.67,365765194
624b1fc9fc13ae359b0001e0,WAAS,Zava,411.99,927.35,711.59,2113320
624b1fc9fc13ae359b0001e1,DO,Leenti,814.73,257.68,684.19,721042938
624b1fc9fc13ae359b0001e2,RARX,Nlounge,791.62,563.28,55.6,71937506
624b1fc9fc13ae359b0001e3,THC,Flipbug,705,244.56,38.3,25929522
624b1fc9fc13ae359b0001e4,PPR,Zoombeat,635.97,601.4,322.6,476811150
624b1fc9fc13ae359b0001e5,SBOT,Tagfeed,147.87,738.63,707.08,70158375
624b1fc9fc13ae359b0001e6,ULTI,Tambee,832.83,170.84,607.08,995989513
624b1fc9fc13ae359b0001e7,MCN,Blogspan,661.66,142.16,787.32,173905521
624b1fc9fc13ae359b0001e8,OFED,Meembee,804.85,282.33,866.44,571408002
624b1fc9fc13ae359b0001e9,NEON,Browsetype,793.42,968.49,756.81,728841775
624b1fc9fc13ae359b0001ea,BME,Mita,709.7,581.26,151.08,332191629
624b1fc9fc13ae359b0001eb,EXLS,Teklist,177.75,281.14,957.72,671990477
624b1fc9fc13ae359b0001ec,HQY,Yakijo,709.66,978.12,385.06,409430957
624b1fc9fc13ae359b0001ed,PEGA,Thoughtmix,722.97,665.44,117.62,408294671
624b1fc9fc13ae359b0001ee,AGNCP,Twitterbridge,190.42,698.22,17.23,820909420
624b1fc9fc13ae359b0001ef,PETS,Oyoba,276.66,524.31,284.85,219942580
624b1fc9fc13ae359b0001f0,DCI,Skinte,305.98,720.93,606.81,698727941
624b1fc9fc13ae359b0001f1,POWI,Jetwire,188.75,203.17,679.24,563262816
624b1fc9fc13ae359b0001f2,CYBE,Twinder,392.85,731.98,252.67,7299183
624b1fc9fc13ae359b0001f3,GLUU,Jayo,634.64,97.58,960.79,138930899
624b1fc9fc13ae359b0001f4,WPRT,Thoughtstorm,320.94,12.09,325.39,689495832
624b1fc9fc13ae359b0001f5,VCRA,Viva,403.78,530.2,589.79,684927685
624b1fc9fc13ae359b0001f6,CMRE^D,Dabvine,860.87,803.4,373.37,538229589
624b1fc9fc13ae359b0001f7,MNTA,Leexo,560.92,272.06,222.46,857567766
624b1fc9fc13ae359b0001f8,CLAC,Feednation,155.34,716.66,890.67,846584801
624b1fc9fc13ae359b0001f9,OAKS,Quamba,182.36,376.4,922.86,340382026
624b1fc9fc13ae359b0001fa,USAC,Topicblab,828.27,273.73,224.3,763227135
624b1fc9fc13ae359b0001fb,CLCT,Feedfire,934.96,640.65,331.78,541023975
624b1fc9fc13ae359b0001fc,FI,Skipstorm,562.76,293.14,834.23,575147812
624b1fc9fc13ae359b0001fd,SLMBP,Pixonyx,333.6,254.33,377.96,208059708
624b1fc9fc13ae359b0001fe,SYPR,Zoozzy,325.65,347.28,288.98,170786932
624b1fc9fc13ae359b0001ff,TIL,Rhyloo,809.68,926.84,930.22,646183030
624b1fc9fc13ae359b000200,TDIV,Thoughtsphere,647.83,860.55,913.51,593026575
624b1fc9fc13ae359b000201,IEX,Edgepulse,451.14,516.38,474.41,163435557
624b1fc9fc13ae359b000202,WTS,Yamia,458.26,349.75,242.49,742931001
624b1fc9fc13ae359b000203,RARX,Roodel,591.83,345.55,681.78,566553442
624b1fc9fc13ae359b000204,VPG,Zava,55.06,97.97,908.95,155457831
624b1fc9fc13ae359b000205,HONE,Skipfire,88.88,49.03,789.48,191957946
624b1fc9fc13ae359b000206,KED,Tazz,445.26,828.97,19.15,174019476
624b1fc9fc13ae359b000207,SYNC,Quatz,782.56,518.07,873.45,834072734
624b1fc9fc13ae359b000208,CLWT,Katz,165.36,261.86,963.2,138680542
624b1fc9fc13ae359b000209,INTG,Tagtune,236.52,896.56,998.9,192637773
624b1fc9fc13ae359b00020a,IBTX,Eayo,845.62,59.94,614.03,105932706
624b1fc9fc13ae359b00020b,FLDM,Avamba,950.75,174.83,968.67,984499141
624b1fc9fc13ae359b00020c,NVGS,Buzzster,708.33,704.76,978.94,909012427
624b1fc9fc13ae359b00020d,TRNO^A.CL,Quatz,838.64,40.5,125.84,172730306
624b1fc9fc13ae359b00020e,PEI^B,Quimba,289.26,772.46,145.38,429613458
624b1fc9fc13ae359b00020f,GLRE,Zava,756.9,927.65,156.08,839195526
624b1fc9fc13ae359b000210,RFT,Bubblemix,679.72,638.13,181.04,585652150
624b1fc9fc13ae359b000211,SA,Thoughtbridge,61.97,670.12,738.17,70289406
624b1fc9fc13ae359b000212,APOPW,Livepath,459.54,366.75,789.62,245640520
624b1fc9fc13ae359b000213,MYOV,Tagopia,698.84,648.25,28.79,604342007
624b1fc9fc13ae359b000214,UE,Twinder,914.23,59.78,904.22,200267972
624b1fc9fc13ae359b000215,IBKCO,Avavee,684.29,777.93,803.47,150632862
624b1fc9fc13ae359b000216,PRGO,Wikibox,989.77,64.12,974.93,215009963
624b1fc9fc13ae359b000217,CHDN,Youspan,529.69,780.23,139.12,468538869
624b1fc9fc13ae359b000218,TSQ,Tagpad,443.86,895.3,519.12,672108780
624b1fc9fc13ae359b000219,HTBK,Meeveo,677.69,219.31,350.31,86350538
624b1fc9fc13ae359b00021a,VER,Myworks,417.12,908.45,654.32,827341556
624b1fc9fc13ae359b00021b,MKTX,Kare,635.18,440.57,958.35,156804664
624b1fc9fc13ae359b00021c,PAGP,Agivu,918.37,301.63,982.17,656566896
624b1fc9fc13ae359b00021d,PBIP,Ntags,400.67,656.34,795.44,410796794
624b1fc9fc13ae359b00021e,C^N,Tambee,294.76,881.06,841.53,96446286
624b1fc9fc13ae359b00021f,IPDN,Eare,382.56,353.93,422.53,940087791
624b1fc9fc13ae359b000220,CIA,Feedfire,482.66,529.4,597.94,380937803
624b1fc9fc13ae359b000221,OIIM,Mybuzz,955.31,341.32,199.69,365855581
624b1fc9fc13ae359b000222,KMPH,Divape,600.08,261.33,269.23,320794609
624b1fc9fc13ae359b000223,SOI,Oyoloo,549.83,771.83,723.22,101589569
624b1fc9fc13ae359b000224,OHI,Devpoint,773.05,44.86,207.64,374339616
624b1fc9fc13ae359b000225,FCA,Midel,29.72,524.47,188.61,164842687
624b1fc9fc13ae359b000226,XOXO,Topicshots,740.92,801.97,322.06,501972403
624b1fc9fc13ae359b000227,COF^D,Kwideo,849.26,29.2,970.94,559607540
624b1fc9fc13ae359b000228,CVE,Quinu,608.74,507.42,417.4,15497326
624b1fc9fc13ae359b000229,FULLL,Abata,879.98,375.85,805.22,764074683
624b1fc9fc13ae359b00022a,INWK,Feednation,126,621.69,41.55,975620324
624b1fc9fc13ae359b00022b,RVLT,Youfeed,407.1,358.76,821.37,849615228
624b1fc9fc13ae359b00022c,CNTY,Browsebug,270.94,151.37,517.85,998935279
624b1fc9fc13ae359b00022d,KTCC,Trupe,572.41,649.3,722.14,500059528
624b1fc9fc13ae359b00022e,TYG,Blogtag,705.18,158.24,62.45,574810529
624b1fc9fc13ae359b00022f,PAAS,Plambee,545.95,499.28,30.12,592715809
624b1fc9fc13ae359b000230,DUK,Yambee,739.65,388.3,928.64,595971019
624b1fc9fc13ae359b000231,FWRD,Ainyx,406.34,791.26,470.29,510468309
624b1fc9fc13ae359b000232,SPAR,Shuffledrive,495.86,425.2,818.02,418031080
624b1fc9fc13ae359b000233,FELE,Photobug,523.91,621.64,194.48,36204901
624b1fc9fc13ae359b000234,AMH,Topdrive,825.17,607.43,894.75,547765291
624b1fc9fc13ae359b000235,BW,Blogspan,774.75,604.5,715.71,632836156
624b1fc9fc13ae359b000236,CENTA,Meejo,265.29,161.95,435.79,565609013
624b1fc9fc13ae359b000237,GRP.U,Janyx,808.66,951.73,417.69,679436319
624b1fc9fc13ae359b000238,SUMR,Ntag,929.3,53.01,956.3,585549582
624b1fc9fc13ae359b000239,FFBC,Topicware,127.23,939.03,567.04,246483678
624b1fc9fc13ae359b00023a,IRS,Divavu,693.96,429.31,240.91,160329782
624b1fc9fc13ae359b00023b,ROSE,Twitterbeat,854.05,223.75,404.69,143045519
624b1fc9fc13ae359b00023c,GILD,Oyonder,269.67,280.02,781.56,178138449
624b1fc9fc13ae359b00023d,AIF,Jetwire,97.81,410.7,240.94,493167993
624b1fc9fc13ae359b00023e,NEE,Eamia,622.51,906.58,500.96,648248081
624b1fc9fc13ae359b00023f,BFS^C,Jayo,435.32,533.33,447.94,744375425
624b1fc9fc13ae359b000240,ABEOW,Dabjam,749.77,873.02,694.48,166000843
624b1fc9fc13ae359b000241,DWFI,InnoZ,327.25,38.98,309.08,861449721
624b1fc9fc13ae359b000242,PUK^A,Topicblab,39.69,502.72,999.3,897809249
624b1fc9fc13ae359b000243,GALT,Realbuzz,433.78,165.91,551.52,868609935
624b1fc9fc13ae359b000244,TMK,Oyonder,259.33,800.11,601.5,592240712
624b1fc9fc13ae359b000245,AMSWA,Riffwire,49.48,53.19,819.9,935797132
624b1fc9fc13ae359b000246,ABM,Twimbo,514.92,679.78,13.26,733304838
624b1fc9fc13ae359b000247,AXS^E,Realbuzz,276.35,153.23,257.1,728547666
624b1fc9fc13ae359b000248,LBIX,Brightbean,953.42,835.19,345.21,419846432
624b1fc9fc13ae359b000249,HD,Rooxo,538.09,615.41,518.39,468228972
624b1fc9fc13ae359b00024a,CVEO,Skimia,720.13,471.16,50.75,204111267
624b1fc9fc13ae359b00024b,GOV,Quatz,206.35,320.61,747.09,221161296
624b1fc9fc13ae359b00024c,KATE,Buzzster,648.23,754.93,515,603428090
624b1fc9fc13ae359b00024d,EGLT,Jatri,654.74,781.56,710.14,535347831
624b1fc9fc13ae359b00024e,WRE,JumpXS,37.21,371.14,552.74,851684573
624b1fc9fc13ae359b00024f,UHAL,Oloo,832.04,707.07,134.99,832946561
624b1fc9fc13ae359b000250,TNC,Vimbo,215.27,854.59,308.82,307443101
624b1fc9fc13ae359b000251,CNAT,Rhynoodle,318.49,984.21,308.31,271834671
624b1fc9fc13ae359b000252,COTY,Vinte,748.4,148.32,599.24,672988952
624b1fc9fc13ae359b000253,PNTR,Katz,165.23,666.52,407.44,618202465
624b1fc9fc13ae359b000254,GURE,Eimbee,935.29,615.85,128.94,320099333
624b1fc9fc13ae359b000255,SASR,Omba,276.66,867.74,981.02,969933358
624b1fc9fc13ae359b000256,CMCSA,Realblab,12.04,661.25,65.49,686881700
624b1fc9fc13ae359b000257,CCBG,Innotype,198.28,926.76,249.71,804540435
624b1fc9fc13ae359b000258,ATAI,Tagchat,866.03,614.84,760.13,537181231
624b1fc9fc13ae359b000259,GJP,Aimbo,947.52,666.04,229.84,710636904
624b1fc9fc13ae359b00025a,ADOM,JumpXS,26.01,260.04,603.74,654001089
624b1fc9fc13ae359b00025b,NTGR,Riffpedia,869.85,715.77,127.7,911745516
624b1fc9fc13ae359b00025c,THLD,Trupe,190.37,547.63,26.07,77108278
624b1fc9fc13ae359b00025d,PRSS,Twimbo,257.41,479.89,44.26,760295119
624b1fc9fc13ae359b00025e,JBT,Yakitri,62.04,30.57,63.51,593885665
624b1fc9fc13ae359b00025f,MN,Kwimbee,741.65,12.88,968.48,668365224
624b1fc9fc13ae359b000260,EDGE,Edgetag,549.61,380.22,75.37,295767845
624b1fc9fc13ae359b000261,PAYX,Zoovu,135.61,836.02,40.21,853803738
624b1fc9fc13ae359b000262,UNP,Aimbo,816.79,954.69,940.93,134512817
624b1fc9fc13ae359b000263,BRK.B,Abata,31.04,227.15,330.89,173331231
624b1fc9fc13ae359b000264,EIG,Tazzy,615.61,465.51,490.23,163414947
624b1fc9fc13ae359b000265,AGIIL,Teklist,146.46,11.45,798.77,151278933
624b1fc9fc13ae359b000266,TEN,Avaveo,384.7,339.29,376.33,122417650
624b1fc9fc13ae359b000267,CNXC,Youbridge,858.17,412.48,19.26,768024306
624b1fc9fc13ae359b000268,ALSK,Zoombeat,78.2,651.71,438.68,416074505
624b1fc9fc13ae359b000269,FATE,Yombu,935.3,420.88,648.49,301548565
624b1fc9fc13ae359b00026a,ATVI,Yamia,563.17,330.4,208.04,535539472
624b1fc9fc13ae359b00026b,ARCC,Trilia,250.8,83.57,80.65,697584278
624b1fc9fc13ae359b00026c,REXR^A,Oyope,564.02,42.93,82.96,320643833
624b1fc9fc13ae359b00026d,HSBC,Zoomcast,398.06,737.97,538.67,977180276
624b1fc9fc13ae359b00026e,EVSTC,Realcube,851.28,732.37,156.6,649595873
